usuarioId,restauranteId,fechaVisita,consumo,conReserva
U0039,R033,2020-09-30,488.39,false
U0039,R080,2022-04-10,713.92,true
U0039,R038,2021-08-19,281.51,false
U0040,R095,2019-01-17,438.26,true
U0040,R015,2020-05-01,430.33,true
U0040,R109,2020-12-05,196.56,true
U0040,R164,2024-02-04,200.95,true
U0040,R088,2020-01-23,550.9,false
U0041,R178,2020-11-09,689.01,false
U0041,R158,2020-09-05,364.02,true
U0041,R027,2021-07-19,707.08,true
U0041,R127,2020-03-25,739.97,true
U0041,R178,2020-04-16,399.9,true
U0041,R062,2021-09-11,600.94,false
U0041,R190,2021-02-08,203.99,true
U0041,R002,2021-01-13,57.42,false
U0041,R008,2022-02-10,136.39,false
U0041,R113,2020-02-03,523.5,false
U0042,R008,2020-02-12,198.37,true
U0043,R068,2023-01-12,180.71,true
U0043,R046,2020-02-06,66.12,false
U0043,R026,2019-02-12,673.58,true
U0043,R098,2022-09-03,640.56,true
U0044,R054,2020-09-16,392.15,false
U0044,R096,2022-09-15,178.52,false
U0044,R183,2019-05-14,138.87,true
U0044,R049,2020-01-28,449.42,false
U0044,R082,2022-05-12,372.16,true
U0044,R012,2023-04-12,512.02,true
U0045,R076,2023-06-06,161.43,true
U0045,R014,2022-07-13,646.71,true
U0045,R131,2022-04-11,714.38,true
U0045,R187,2019-06-16,638.5,true
U0045,R043,2021-11-07,341.09,false
U0045,R128,2021-11-28,398.2,false
U0045,R183,2021-02-04,444.11,false
U0045,R184,2024-05-11,421.09,false
U0045,R149,2021-04-01,528.58,true
U0046,R057,2024-01-07,202.25,true
U0046,R102,2020-03-23,279.5,false
U0046,R147,2019-11-18,751.62,false
U0046,R066,2022-02-01,113.57,true
U0047,R114,2021-11-28,313.68,true
U0047,R120,2021-11-15,515.84,false
U0047,R116,2021-08-15,374.38,false
U0047,R128,2020-10-11,254.76,true
U0047,R046,2021-06-23,225.34,true
U0048,R022,2020-08-26,681.95,true
U0048,R071,2024-03-12,220.81,true
U0048,R019,2021-01-07,78.71,true
U0048,R086,2020-02-07,556.33,false
U0048,R078,2023-03-07,661.67,false
U0048,R049,2022-12-16,503.03,true
U0049,R190,2022-01-17,734.29,true
U0049,R198,2020-09-05,261.38,false
U0049,R104,2024-04-21,354.32,true
U0049,R121,2022-09-01,434.49,true
U0049,R102,2020-04-11,220.19,true
U0049,R122,2020-04-23,436.87,false
U0049,R185,2023-07-26,396.05,true
U0049,R081,2023-09-29,190.88,false
U0049,R054,2021-06-17,387.48,true
U0049,R096,2019-10-12,483.13,true
U0049,R079,2024-04-15,603.35,false
U0049,R169,2023-09-05,316.0,true
U0050,R109,2022-11-05,614.47,false
U0050,R084,2022-04-17,67.43,true
U0050,R036,2019-11-11,782.93,false
U0050,R146,2022-07-13,649.36,false
U0050,R098,2020-02-23,761.52,true
U0050,R137,2021-03-02,191.25,true
U0050,R085,2022-03-12,771.45,false
U0051,R044,2019-08-02,556.16,true
U0051,R009,2023-08-20,566.77,false
U0052,R048,2020-02-12,102.12,false
U0053,R053,2020-04-22,268.33,true
U0053,R117,2019-04-28,326.49,true
U0053,R044,2020-10-31,694.78,false
U0053,R101,2019-11-18,792.2,true
U0053,R138,2021-05-06,408.69,true
U0054,R053,2019-09-24,702.84,false
U0054,R111,2023-08-03,582.25,false
U0054,R041,2022-05-21,481.32,false
U0054,R151,2020-02-20,426.86,false
U0054,R071,2020-02-18,55.58,true
U0054,R115,2019-05-12,668.44,true
U0054,R135,2020-11-04,732.73,false
U0055,R119,2022-03-25,79.31,true
U0055,R074,2022-08-16,710.75,false
U0055,R089,2022-12-05,681.98,false
U0055,R101,2022-06-09,667.57,true
U0055,R107,2020-05-25,184.68,false
U0055,R118,2021-02-26,733.12,true
U0055,R179,2022-03-10,121.65,true
U0055,R062,2023-12-19,702.9,false
U0056,R138,2020-08-20,549.99,true
U0056,R179,2023-01-27,591.81,true
U0056,R127,2021-04-22,794.29,true
U0056,R095,2019-06-06,616.55,false
U0056,R105,2021-07-12,173.63,true
U0056,R130,2019-04-02,396.63,true
U0056,R164,2022-11-23,556.72,false
U0056,R098,2020-12-04,609.47,true
U0056,R102,2019-03-19,58.05,true
U0056,R182,2024-02-22,152.36,false
U0056,R125,2021-08-02,101.18,true
U0057,R113,2019-10-15,403.09,false
U0057,R042,2019-12-16,678.87,true
U0057,R046,2020-08-25,143.11,false
U0057,R044,2019-06-08,553.54,true
U0057,R174,2020-07-13,165.12,false
U0057,R046,2020-03-19,585.81,true
U0057,R114,2022-11-27,85.82,true
U0057,R100,2022-11-14,281.24,true
U0057,R154,2019-01-10,86.5,false
U0057,R197,2020-02-18,746.62,false
U0057,R062,2020-02-14,118.54,false
U0057,R008,2019-01-30,302.84,true
U0058,R172,2019-05-10,215.43,true
U0058,R171,2019-12-10,593.01,true
U0058,R107,2021-11-15,130.76,false
U0058,R083,2022-02-25,520.09,true
U0058,R139,2021-03-20,754.19,true
U0058,R060,2020-03-13,129.41,false
U0058,R045,2019-01-31,351.6,false
U0058,R004,2021-03-08,209.58,true
U0058,R017,2022-09-09,661.31,false
U0058,R012,2019-05-18,714.1,false
U0058,R078,2023-04-21,499.15,true
U0059,R138,2023-06-09,792.9,true
U0059,R065,2024-05-18,121.06,false
U0059,R162,2022-11-27,341.42,true
U0059,R086,2019-12-26,526.52,false
U0059,R171,2021-09-14,100.64,true
U0059,R156,2024-02-11,488.78,false
U0059,R131,2022-08-04,606.36,true
U0059,R060,2019-02-13,512.26,true
U0059,R080,2020-04-29,603.43,true
U0059,R159,2019-06-12,94.94,false
U0059,R128,2020-08-30,201.51,false
U0059,R053,2022-08-07,78.43,false
U0060,R085,2019-10-02,258.59,true
U0060,R134,2023-06-10,783.18,false
U0060,R193,2019-02-18,221.76,false
U0060,R088,2020-05-11,204.36,true
U0060,R171,2020-05-23,651.09,true
U0060,R156,2023-11-23,336.11,false
U0060,R047,2021-06-24,522.34,true
U0060,R126,2019-05-24,765.25,true
U0060,R163,2019-10-17,753.71,true
U0060,R024,2019-12-22,494.47,true
U0060,R061,2021-11-05,108.62,false
U0060,R080,2019-12-03,591.26,true
U0061,R046,2022-05-25,236.73,false
U0061,R148,2021-07-07,775.79,true
U0061,R070,2023-11-02,635.97,true
U0061,R093,2021-03-26,333.29,false
U0061,R113,2021-05-15,428.97,false
U0061,R195,2019-11-16,664.7,false
U0061,R006,2023-04-10,336.06,true
U0062,R153,2022-01-05,164.6,true
U0062,R066,2021-02-18,397.74,false
U0062,R073,2021-02-07,471.61,false
U0062,R019,2020-11-13,152.49,false
U0062,R051,2019-11-13,737.1,true
U0063,R129,2023-02-04,594.01,false
U0064,R107,2024-04-09,345.99,false
U0064,R099,2021-09-29,280.86,true
U0064,R105,2023-12-18,79.12,true
U0064,R099,2024-03-24,474.21,true
U0064,R196,2021-06-12,767.82,false
U0064,R131,2022-12-23,416.47,false
U0064,R179,2019-04-29,538.18,false
U0065,R064,2020-05-11,408.29,false
U0065,R162,2022-12-18,557.32,true
U0065,R067,2022-05-24,391.6,true
U0065,R066,2020-05-21,501.61,true
U0065,R004,2019-08-28,628.23,false
U0065,R102,2022-12-17,489.62,true
U0065,R133,2024-02-07,191.62,false
U0065,R043,2023-08-27,370.15,false
U0065,R129,2021-12-27,543.86,false
U0065,R151,2020-09-22,600.45,true
U0065,R028,2022-07-26,479.46,false
U0065,R037,2020-07-04,611.55,false
U0066,R079,2019-01-14,790.27,false
U0066,R001,2019-07-18,102.38,false
U0066,R135,2021-05-03,540.89,false
U0066,R044,2019-12-28,330.99,true
U0066,R051,2021-09-23,186.49,true
U0066,R116,2022-03-07,660.78,true
U0066,R052,2019-05-01,612.44,true
U0066,R067,2024-01-22,703.71,false
U0066,R161,2024-02-13,518.32,true
U0066,R021,2020-08-23,114.28,true
U0066,R071,2019-05-12,306.61,true
U0066,R123,2021-09-20,554.6,true
U0067,R016,2020-06-28,613.85,true
U0068,R150,2023-06-05,790.71,true
U0068,R055,2021-12-05,643.84,false
U0068,R155,2021-12-01,790.17,false
U0068,R125,2021-08-27,617.68,false
U0068,R087,2021-01-29,561.39,false
U0068,R081,2023-07-31,229.7,false
U0068,R171,2021-03-27,333.83,true
U0068,R092,2023-11-24,297.69,true
U0068,R001,2021-07-24,702.91,false
U0068,R186,2023-09-07,715.98,true
U0068,R007,2022-05-17,142.17,false
U0069,R193,2023-07-28,236.4,false
U0069,R159,2022-11-06,544.16,false
U0069,R132,2021-04-26,545.17,true
U0069,R164,2024-05-15,756.45,false
U0069,R005,2022-07-21,320.15,true
U0069,R189,2020-10-28,558.45,true
U0069,R156,2021-09-19,350.12,true
U0069,R090,2021-05-26,754.31,false
U0069,R169,2023-10-22,574.62,true
U0069,R188,2021-02-27,270.4,true
U0069,R183,2019-10-21,702.39,true
U0069,R033,2021-10-16,647.62,false
U0070,R141,2023-11-27,400.1,false
U0070,R030,2021-09-14,546.98,true
U0070,R063,2020-03-09,177.82,true
U0070,R028,2021-06-09,795.02,true
U0070,R042,2024-03-17,746.73,false
U0070,R197,2020-07-28,215.28,false
U0070,R171,2021-09-02,763.63,true
U0070,R171,2019-10-06,742.05,false
U0070,R024,2023-06-18,568.84,true
U0070,R148,2023-04-19,742.89,true
U0070,R165,2020-12-03,332.76,false
U0071,R165,2023-05-27,471.42,false
U0071,R060,2020-04-02,244.32,false
U0071,R023,2019-08-17,116.85,true
U0071,R191,2024-04-13,137.08,false
U0071,R033,2023-10-14,285.03,false
U0071,R148,2023-02-18,51.26,true
U0071,R152,2022-01-01,192.39,false
U0071,R109,2020-10-16,628.46,true
U0071,R134,2022-09-21,501.21,true
U0071,R028,2021-03-20,56.89,false
U0071,R081,2019-10-24,662.11,false
U0072,R128,2022-10-24,391.84,false
U0072,R038,2023-03-10,549.01,true
U0072,R154,2020-10-17,281.67,true
U0072,R071,2023-10-03,579.89,false
U0073,R056,2021-10-10,268.62,false
U0073,R016,2023-07-18,299.86,true
U0073,R188,2024-03-28,657.81,true
U0073,R199,2020-01-02,692.58,false
U0073,R077,2023-07-28,544.44,true
U0073,R006,2022-01-27,344.21,false
U0073,R174,2021-08-27,792.74,false
U0073,R101,2019-05-28,445.88,false
U0073,R073,2022-11-27,742.3,false
U0073,R025,2019-09-26,292.56,true
U0073,R182,2020-09-14,393.15,true
U0074,R036,2021-06-23,571.97,false
U0074,R038,2020-03-05,213.6,true
U0074,R189,2022-08-26,56.85,true
U0074,R174,2023-05-28,791.36,true
U0074,R097,2024-04-30,787.03,true
U0074,R015,2019-07-16,316.69,false
U0074,R046,2024-04-19,89.35,false
U0074,R152,2021-06-07,777.3,false
U0074,R063,2019-03-11,139.1,false
U0074,R126,2020-09-11,565.99,true
U0075,R191,2021-02-07,631.89,true
U0075,R200,2021-08-07,698.67,false
U0075,R071,2022-07-19,539.9,false
U0075,R003,2019-09-03,137.47,true
U0075,R126,2022-08-06,551.59,true
U0075,R006,2022-04-16,479.74,false
U0075,R071,2022-11-21,609.02,true
U0075,R099,2021-09-18,799.97,false
U0075,R077,2022-03-16,143.93,false
U0075,R017,2023-01-01,731.66,true
U0075,R104,2023-07-23,575.56,false
U0076,R138,2023-05-24,659.15,false
U0076,R017,2021-11-28,677.86,true
U0076,R193,2023-03-23,205.6,true
U0076,R047,2023-11-01,499.33,true
U0076,R002,2022-02-10,385.42,false
U0076,R032,2019-03-22,146.61,true
U0076,R168,2019-11-27,115.87,false
U0076,R193,2019-03-13,113.46,true
U0076,R130,2020-09-03,322.67,true
U0077,R169,2019-01-01,236.25,true
U0077,R133,2024-01-27,637.1,false
U0077,R036,2022-03-27,417.83,false
U0077,R134,2024-02-09,789.51,false
U0077,R156,2022-01-07,432.94,true
U0077,R170,2023-08-06,83.55,true
U0077,R049,2019-10-18,274.78,true
U0078,R155,2022-02-04,212.03,false
U0078,R072,2019-09-21,596.83,false
U0078,R020,2022-01-31,241.23,false
U0079,R042,2021-03-30,392.05,false
U0079,R174,2021-05-21,755.15,true
U0079,R138,2020-02-22,102.92,false
U0079,R163,2022-11-28,534.18,false
U0079,R145,2022-09-08,535.83,true
U0079,R108,2023-08-10,165.12,false
U0079,R098,2019-02-23,773.01,true
U0079,R020,2020-07-07,143.47,true
U0079,R176,2022-01-28,355.09,false
U0079,R164,2019-07-02,322.11,false
U0079,R200,2020-07-13,159.75,true
U0080,R003,2019-07-20,332.87,true
U0080,R097,2024-05-03,128.75,true
U0080,R045,2021-12-14,596.25,false
U0080,R151,2023-08-10,655.1,true
U0080,R136,2020-12-15,575.34,false
U0081,R070,2022-05-29,124.3,true
U0081,R044,2020-10-13,759.88,false
U0081,R047,2020-12-07,654.56,false
U0081,R123,2022-04-28,145.68,true
U0081,R176,2021-11-17,584.92,true
U0081,R037,2021-02-14,475.67,false
U0081,R014,2024-02-24,594.06,false
U0081,R182,2023-05-12,236.83,false
U0081,R181,2021-07-26,187.33,false
U0082,R129,2020-08-10,256.87,false
U0082,R134,2024-04-12,588.85,true
U0082,R079,2022-07-25,693.44,false
U0082,R105,2023-04-28,284.55,true
U0082,R163,2019-06-12,107.52,true
U0082,R024,2019-12-05,481.49,true
U0082,R191,2020-08-08,465.62,false
U0082,R003,2024-05-24,761.3,true
U0083,R128,2021-11-20,563.84,true
U0083,R104,2019-01-29,512.21,true
U0083,R183,2021-05-20,576.94,false
U0083,R063,2023-02-22,545.88,true
U0083,R156,2021-07-07,773.49,true
U0083,R045,2019-06-03,325.29,true
U0083,R132,2020-12-24,764.36,false
U0083,R127,2021-02-15,177.86,true
U0084,R174,2020-05-26,673.79,true
U0084,R075,2020-09-04,412.34,false
U0084,R055,2019-01-05,603.52,false
U0084,R056,2024-03-05,278.61,true
U0084,R119,2024-01-02,513.31,false
U0084,R015,2020-12-29,54.42,false
U0085,R077,2020-12-25,130.37,false
U0085,R185,2020-01-17,351.55,true
U0085,R026,2021-06-01,419.03,true
U0085,R136,2021-11-19,723.88,false
U0085,R032,2024-02-14,415.56,true
U0085,R197,2022-09-06,237.6,false
U0086,R096,2020-09-04,323.37,true
U0086,R138,2023-07-21,252.11,false
U0086,R169,2023-09-16,379.52,true
U0086,R091,2023-03-11,375.47,false
U0086,R182,2020-02-11,133.0,false
U0086,R011,2019-10-01,345.91,false
U0086,R009,2019-11-25,549.65,false
U0087,R069,2019-09-01,365.82,false
U0087,R175,2023-01-02,145.58,false
U0087,R129,2023-01-26,742.67,false
U0087,R034,2019-08-13,768.26,true
U0087,R033,2019-11-15,308.09,true
U0087,R197,2022-11-02,227.38,false
U0087,R110,2022-05-07,603.07,false
U0087,R123,2020-08-15,261.67,true
U0087,R195,2021-05-28,235.81,true
U0087,R187,2021-11-13,190.15,false
U0087,R197,2019-08-24,698.13,true
U0088,R110,2020-02-11,405.42,true
U0088,R180,2023-02-04,426.75,true
U0088,R049,2023-10-17,493.4,true
U0088,R059,2019-09-04,149.22,true
U0088,R071,2020-01-29,746.82,false
U0088,R005,2022-06-16,199.73,true
U0088,R098,2021-04-14,443.73,true
U0088,R057,2020-11-19,369.56,true
U0088,R131,2021-05-24,532.9,false
U0088,R029,2020-07-05,322.68,false
U0088,R183,2021-05-06,235.23,true
U0089,R011,2019-01-02,89.1,false
U0089,R055,2020-08-07,404.04,true
U0089,R111,2020-01-14,239.2,false
U0090,R086,2020-09-15,133.65,true
U0090,R175,2022-02-04,627.85,true
U0090,R085,2021-01-08,605.97,false
U0090,R191,2023-05-14,491.68,false
U0090,R061,2022-08-24,256.96,false
U0090,R023,2023-12-22,129.77,true
U0091,R151,2024-02-12,713.03,true
U0092,R181,2021-07-01,744.13,true
U0092,R140,2022-06-21,307.17,false
U0092,R195,2020-02-18,450.17,true
U0092,R012,2019-09-19,193.78,false
U0093,R089,2024-01-07,324.51,true
U0093,R112,2019-05-19,412.12,true
U0093,R043,2022-05-12,255.61,true
U0093,R075,2019-04-04,766.85,true
U0093,R178,2020-01-25,605.54,false
U0093,R127,2022-11-03,449.35,true
U0093,R043,2021-06-15,613.05,false
U0093,R144,2023-05-16,342.69,false
U0093,R053,2020-01-12,52.7,true
U0094,R179,2019-01-19,709.37,false
U0094,R129,2022-12-20,590.43,false
U0094,R078,2023-10-12,215.25,false
U0094,R142,2019-09-01,178.33,true
U0094,R137,2020-05-02,268.88,true
U0094,R072,2024-03-14,149.73,true
U0094,R165,2020-05-24,792.15,true
U0094,R137,2019-08-26,51.05,false
U0094,R162,2022-05-24,779.16,false
U0094,R022,2024-04-22,579.1,false
U0095,R035,2021-04-16,723.75,false
U0095,R084,2019-04-28,519.47,true
U0095,R092,2020-03-25,597.86,false
U0095,R046,2020-06-08,778.7,true
